Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Company_Type,Release_Era,Is_Successful,Sales_Category,NA_Sales_Pct,EU_Sales_Pct,JP_Sales_Pct,Other_Sales_Pct
Guitar Hero: Smash Hits,PS2,2009.0,Misc,Activision,0.11,0.01,0.0,0.1,0.22,69.0,6.0,8.3,6.0,Beenox,T,AAA,2000s,False,below average,50.0,4.545454545454546,0.0,45.45454545454546
NBA Live 09 All-Play,Wii,2008.0,Sports,Electronic Arts,0.19,0.01,0.0,0.02,0.22,51.0,11.0,5.9,14.0,EA Sports,E,AAA,2000s,False,below average,86.36363636363636,4.545454545454546,0.0,9.090909090909092
NFL Quarterback Club 2002,PS2,2001.0,Sports,Acclaim Entertainment,0.11,0.08,0.0,0.03,0.22,67.0,12.0,7.8,6.0,Acclaim,E,Indie/Other,2000s,False,below average,50.0,36.36363636363637,0.0,13.636363636363635
NCAA Basketball 09,X360,2008.0,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.22,70.0,23.0,5.6,8.0,EA Canada,E,AAA,2000s,False,below average,90.90909090909092,0.0,0.0,9.090909090909092
Kirby's Star Stacker,GB,1997.0,Puzzle,Nintendo,0.0,0.0,0.22,0.0,0.22,69.5,,,,,,AAA,1990s,False,below average,0.0,0.0,100.0,0.0
Shin Megami Tensei: Persona,PSP,2009.0,Role-Playing,Atlus,0.08,0.0,0.13,0.01,0.22,78.0,30.0,8,47.0,ITL,T,Indie/Other,2000s,False,below average,36.36363636363637,0.0,59.09090909090909,4.545454545454546
Kung Fu Panda 2,DS,2011.0,Action,THQ,0.15,0.05,0.0,0.02,0.22,58.0,,,,,,AAA,2010s,False,below average,68.18181818181817,22.72727272727273,0.0,9.090909090909092
Lords of the Fallen,XOne,2014.0,Role-Playing,Square Enix,0.1,0.1,0.0,0.02,0.22,71.0,13.0,6.7,166.0,"City Interactive, Deck 13",M,AAA,2010s,False,below average,45.45454545454546,45.45454545454546,0.0,9.090909090909092
LEGO The Lord of the Rings,PC,2012.0,Action,Warner Bros. Interactive Entertainment,0.07,0.13,0.0,0.03,0.22,80.0,6.0,8.2,127.0,TT Games,E10+,Indie/Other,2010s,False,below average,31.818181818181824,59.09090909090909,0.0,13.636363636363635
Kidz Bop Dance Party! The Video Game,Wii,2010.0,Misc,D3Publisher,0.2,0.0,0.0,0.01,0.22,64.0,,,,,,Indie/Other,2010s,False,below average,90.90909090909092,0.0,0.0,4.545454545454546
Growlanser: Heritage of War,PS2,2006.0,Role-Playing,Rising Star Games,0.11,0.08,0.0,0.03,0.22,60.0,7.0,7.9,9.0,Career Soft,T,Indie/Other,2000s,False,below average,50.0,36.36363636363637,0.0,13.636363636363635
Ben 10 Alien Force: Vilgax Attacks,X360,2009.0,Action,D3Publisher,0.11,0.09,0.0,0.02,0.22,61.0,9.0,8.3,4.0,Papaya Studios,E10+,Indie/Other,2000s,False,below average,50.0,40.90909090909091,0.0,9.090909090909092
Imagine: Detective,DS,2009.0,Simulation,Ubisoft,0.14,0.01,0.0,0.06,0.22,65.5,,tbd,,Ubisoft Sao Paulo,E,AAA,2000s,False,below average,63.63636363636365,4.545454545454546,0.0,27.27272727272727
Rugby 2004,PS2,2003.0,Sports,Electronic Arts,0.11,0.08,0.0,0.03,0.22,61.0,13.0,6.8,65.0,HB Studios Multimedia,E,AAA,2000s,False,below average,50.0,36.36363636363637,0.0,13.636363636363635
Disney's Magical Quest Starring Mickey and Minnie,GBA,2002.0,Action,Nintendo,0.16,0.06,0.0,0.0,0.22,63.0,,,,,,AAA,2000s,False,below average,72.72727272727273,27.27272727272727,0.0,0.0
The Amazing Spider-Man 2 (2014),XOne,2014.0,Action,Activision,0.12,0.08,0.0,0.02,0.22,74.0,,,,,,AAA,2010s,False,below average,54.54545454545454,36.36363636363637,0.0,9.090909090909092
Senran Kagura 2: Deep Crimson ,3DS,2014.0,Action,Marvelous Entertainment,0.1,0.02,0.08,0.01,0.22,58.0,28.0,6.8,56.0,Tamsoft,M,Indie/Other,2010s,False,below average,45.45454545454546,9.090909090909092,36.36363636363637,4.545454545454546
NBA 06,PSP,2005.0,Sports,Sony Computer Entertainment,0.2,0.0,0.0,0.02,0.22,72.0,19.0,5.4,8.0,SCEA Sports Studio,E,AAA,2000s,False,below average,90.90909090909092,0.0,0.0,9.090909090909092
KORG DS-10 Synthesizer,DS,2008.0,Misc,AQ Interactive,0.19,0.01,0.0,0.02,0.22,82.0,11.0,8.2,13.0,AQ Interactive,E,Indie/Other,2000s,False,below average,86.36363636363636,4.545454545454546,0.0,9.090909090909092
Naruto: Ninja Council,GBA,2003.0,Action,Tomy Corporation,0.16,0.06,0.0,0.0,0.22,60.0,12.0,7.1,9.0,Aspect,E10+,Indie/Other,2000s,False,below average,72.72727272727273,27.27272727272727,0.0,0.0
DS Nishimura Kyotaro Suspense Shin Tantei Series: Kyoto Atami Zekkai no Kotou - Satsui no Wana,DS,2007.0,Adventure,Tecmo Koei,0.0,0.0,0.22,0.0,0.22,62.0,,,,,,Indie/Other,2000s,False,below average,0.0,0.0,100.0,0.0
Tropico 3,X360,2009.0,Strategy,Kalypso Media,0.15,0.02,0.03,0.01,0.22,75.0,33.0,6.6,22.0,Haemimont,T,Indie/Other,2000s,False,below average,68.18181818181817,9.090909090909092,13.636363636363635,4.545454545454546
Wreckless: ThE YaKuza MisSiOns,PS2,2002.0,Racing,Activision,0.11,0.08,0.0,0.03,0.22,60.0,16.0,tbd,,Stealth Studios,T,AAA,2000s,False,below average,50.0,36.36363636363637,0.0,13.636363636363635
Deadly Creatures,Wii,2009.0,Action,THQ,0.08,0.12,0.0,0.02,0.22,72.0,45.0,8.8,36.0,Rainbow Studios,T,AAA,2000s,False,below average,36.36363636363637,54.54545454545454,0.0,9.090909090909092
Naruto Shippuden: Ultimate Ninja Storm Revolution,X360,2014.0,Fighting,Namco Bandai Games,0.14,0.06,0.0,0.02,0.22,62.0,11.0,7.3,44.0,CyberConnect2,T,Indie/Other,2010s,False,below average,63.63636363636365,27.27272727272727,0.0,9.090909090909092
CSI: Fatal Conspiracy,Wii,2010.0,Adventure,Ubisoft,0.12,0.08,0.0,0.02,0.22,65.0,,tbd,,Telltale Games,M,AAA,2010s,False,below average,54.54545454545454,36.36363636363637,0.0,9.090909090909092
Jikkyou Powerful Major League,PS2,2006.0,Sports,Konami Digital Entertainment,0.0,0.0,0.22,0.0,0.22,74.0,,,,,,AAA,2000s,False,below average,0.0,0.0,100.0,0.0
Dead Island,PC,2011.0,Action,Deep Silver,0.12,0.07,0.0,0.03,0.22,80.0,24.0,6.8,1428.0,Techland,M,Indie/Other,2010s,False,below average,54.54545454545454,31.818181818181824,0.0,13.636363636363635
NFL 2K3,GC,2002.0,Sports,Sega,0.17,0.04,0.0,0.01,0.22,92.0,24.0,8.3,15.0,Visual Concepts,E,AAA,2000s,False,below average,77.27272727272728,18.181818181818183,0.0,4.545454545454546
Saltwater Sportfishing,PS,2001.0,Sports,Take-Two Interactive,0.12,0.08,0.0,0.01,0.22,73.0,,,,,,AAA,2000s,False,below average,54.54545454545454,36.36363636363637,0.0,4.545454545454546
Hasbro Family Game Night,DS,2009.0,Puzzle,Electronic Arts,0.01,0.19,0.0,0.02,0.22,57.0,6.0,tbd,,Electronic Arts,E,AAA,2000s,False,below average,4.545454545454546,86.36363636363636,0.0,9.090909090909092
Yoshi Touch & Go (JP sales),DS,2005.0,Platform,Nintendo,0.0,0.0,0.22,0.0,0.22,70.0,,,,,,AAA,2000s,False,below average,0.0,0.0,100.0,0.0
Samurai Jack: The Amulet of Time,GBA,2003.0,Platform,Zoo Digital Publishing,0.16,0.06,0.0,0.0,0.22,63.0,13.0,tbd,,Virtucraft,T,Indie/Other,2000s,False,below average,72.72727272727273,27.27272727272727,0.0,0.0
J-League Winning Eleven 2008: Club Championship,PS2,2008.0,Sports,Konami Digital Entertainment,0.0,0.0,0.22,0.0,0.22,74.0,,,,,,AAA,2000s,False,below average,0.0,0.0,100.0,0.0
Sports Car GT,PS,1999.0,Racing,Electronic Arts,0.12,0.08,0.0,0.01,0.22,69.0,,,,,,AAA,1990s,False,below average,54.54545454545454,36.36363636363637,0.0,4.545454545454546
Jackie Chan: Stuntmaster,PS,1999.0,Action,Sony Computer Entertainment,0.12,0.08,0.0,0.01,0.22,72.0,,,,,,AAA,1990s,False,below average,54.54545454545454,36.36363636363637,0.0,4.545454545454546
Hunted: The Demon's Forge,X360,2011.0,Action,Bethesda Softworks,0.13,0.06,0.0,0.02,0.22,61.0,59.0,6,116.0,InXile Entertainment,M,Indie/Other,2010s,False,below average,59.09090909090909,27.27272727272727,0.0,9.090909090909092
Scooby-Doo! Mystery Mayhem,GC,2004.0,Action,THQ,0.17,0.04,0.0,0.01,0.22,67.0,,,,,,AAA,2000s,False,below average,77.27272727272728,18.181818181818183,0.0,4.545454545454546
Kanzen Chuuki Pro Yakyuu Greatest Nine,SAT,1995.0,Sports,Sega,0.0,0.0,0.22,0.0,0.22,69.5,,,,,,AAA,1990s,False,below average,0.0,0.0,100.0,0.0
Yu-Gi-Oh! GX: Spirit Caller (American Sales),DS,2006.0,Misc,Konami Digital Entertainment,0.18,0.02,0.0,0.02,0.22,66.5,,,,,,AAA,2000s,False,below average,81.81818181818181,9.090909090909092,0.0,9.090909090909092
Summer Athletics: The Ultimate Challenge (Others sales),Wii,2008.0,Sports,DTP Entertainment,0.0,0.2,0.0,0.01,0.22,66.0,,,,,,Indie/Other,2000s,False,below average,0.0,90.90909090909092,0.0,4.545454545454546
American Idol,GBA,2003.0,Misc,Codemasters,0.15,0.06,0.0,0.0,0.22,62.0,,4.8,5.0,Mobius Entertainment,E,Indie/Other,2000s,False,below average,68.18181818181817,27.27272727272727,0.0,0.0
Britney's Dance Beat,GBA,2002.0,Misc,THQ,0.15,0.06,0.0,0.0,0.22,53.0,14.0,7.4,5.0,Art,E,AAA,2000s,False,below average,68.18181818181817,27.27272727272727,0.0,0.0
Shrek SuperSlam,GC,2005.0,Action,Activision,0.17,0.04,0.0,0.01,0.22,70.0,11.0,7.8,6.0,Shaba Games,E10+,AAA,2000s,False,below average,77.27272727272728,18.181818181818183,0.0,4.545454545454546
Full Auto,X360,2006.0,Shooter,Sega,0.19,0.01,0.0,0.02,0.22,70.0,63.0,7.8,36.0,Pseudo Interactive,T,AAA,2000s,False,below average,86.36363636363636,4.545454545454546,0.0,9.090909090909092
Sailor Moon,SNES,1993.0,Action,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,69.5,,,,,,Indie/Other,1990s,False,below average,0.0,0.0,100.0,0.0
Herdy Gerdy,PS2,2002.0,Adventure,Eidos Interactive,0.11,0.08,0.0,0.03,0.22,69.0,24.0,5,12.0,Core Design Ltd.,E,Indie/Other,2000s,False,below average,50.0,36.36363636363637,0.0,13.636363636363635
Pass the Pigs,DS,2008.0,Misc,THQ,0.2,0.0,0.0,0.02,0.22,66.5,,,,,,AAA,2000s,False,below average,90.90909090909092,0.0,0.0,9.090909090909092
Afrika,PS3,2008.0,Adventure,Unknown,0.12,0.0,0.08,0.01,0.22,63.0,12.0,6.2,34.0,Rhino Studios,E10+,Indie/Other,2000s,False,below average,54.54545454545454,0.0,36.36363636363637,4.545454545454546
The Crew,X360,2014.0,Racing,Ubisoft,0.06,0.14,0.0,0.02,0.22,72.0,,6.4,94.0,Ivory Tower,T,AAA,2010s,False,below average,27.27272727272727,63.63636363636365,0.0,9.090909090909092
G.I. Joe: The Rise of Cobra,Wii,2009.0,Action,Electronic Arts,0.17,0.03,0.0,0.02,0.22,51.0,11.0,tbd,,Double Helix Games,T,AAA,2000s,False,below average,77.27272727272728,13.636363636363635,0.0,9.090909090909092
Jewel Quest: Expeditions,DS,2007.0,Puzzle,Avanquest,0.03,0.17,0.0,0.01,0.22,68.0,4.0,tbd,,iWin,E,Indie/Other,2000s,False,below average,13.636363636363635,77.27272727272728,0.0,4.545454545454546
Digimon World Re:Digitize,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,63.0,,,,,,Indie/Other,2010s,False,below average,0.0,0.0,100.0,0.0
The Legend of Heroes: Trails in the Sky First Chapter,PSP,2006.0,Role-Playing,Ghostlight,0.1,0.03,0.06,0.03,0.22,68.0,,,,,,Indie/Other,2000s,False,below average,45.45454545454546,13.636363636363635,27.27272727272727,13.636363636363635
Marvel Super Hero Squad: The Infinity Gauntlet,DS,2010.0,Action,THQ,0.17,0.03,0.0,0.02,0.22,58.0,,tbd,,THQ,E10+,AAA,2010s,False,below average,77.27272727272728,13.636363636363635,0.0,9.090909090909092
Over G Fighters,X360,2006.0,Simulation,Ubisoft,0.19,0.01,0.0,0.02,0.21,49.0,36.0,6,49.0,Taito Corporation,T,AAA,2000s,False,below average,90.47619047619048,4.761904761904763,0.0,9.523809523809526
NBA in the Zone 2000,PS,2000.0,Sports,Konami Digital Entertainment,0.12,0.08,0.0,0.01,0.21,73.0,,,,,,AAA,2000s,False,below average,57.14285714285714,38.0952380952381,0.0,4.761904761904763
Dark Summit,PS2,2001.0,Sports,THQ,0.11,0.08,0.0,0.03,0.21,67.0,11.0,tbd,,Radical Entertainment,T,AAA,2000s,False,below average,52.38095238095239,38.0952380952381,0.0,14.285714285714285
Angry Birds Star Wars,PS4,2013.0,Strategy,Activision,0.1,0.08,0.0,0.04,0.21,47.0,5.0,2,87.0,Exient Entertainment,E,AAA,2010s,False,below average,47.61904761904762,38.0952380952381,0.0,19.04761904761905
Hot Shots Tennis: Get a Grip,PSP,2010.0,Sports,Sony Computer Entertainment,0.07,0.0,0.13,0.01,0.21,80.0,27.0,8,17.0,Clap Hanz,E,AAA,2010s,False,below average,33.333333333333336,0.0,61.904761904761905,4.761904761904763
Cabela's Big Game Hunter: Ultimate Challenge,PS,2001.0,Sports,Activision Value,0.12,0.08,0.0,0.01,0.21,73.0,,,,,,Indie/Other,2000s,False,below average,57.14285714285714,38.0952380952381,0.0,4.761904761904763
MySims Party,Wii,2009.0,Simulation,Electronic Arts,0.17,0.02,0.0,0.02,0.21,56.0,16.0,tbd,,EA Games,E,AAA,2000s,False,below average,80.95238095238096,9.523809523809526,0.0,9.523809523809526
Star Wars: The Force Unleashed II,DS,2010.0,Action,LucasArts,0.17,0.03,0.0,0.02,0.21,43.0,5.0,4,5.0,LucasArts,T,Indie/Other,2010s,False,below average,80.95238095238096,14.285714285714285,0.0,9.523809523809526
The Dukes of Hazzard: Return of the General Lee,PS2,2004.0,Racing,Ubisoft,0.11,0.08,0.0,0.03,0.21,52.0,17.0,6.8,8.0,Ratbag,E,AAA,2000s,False,below average,52.38095238095239,38.0952380952381,0.0,14.285714285714285
Pandemonium!,PS,1996.0,Platform,BMG Interactive Entertainment,0.12,0.08,0.0,0.01,0.21,72.5,,,,,,Indie/Other,1990s,False,below average,57.14285714285714,38.0952380952381,0.0,4.761904761904763
Transformers: Dark of the Moon,3DS,2011.0,Action,Activision,0.16,0.04,0.0,0.02,0.21,63.0,,,,,,AAA,2010s,False,below average,76.1904761904762,19.04761904761905,0.0,9.523809523809526
Namco Museum: 50th Anniversary,GC,2005.0,Misc,Namco Bandai Games,0.17,0.04,0.0,0.01,0.21,60.0,23.0,tbd,,Backbone Vancouver,E10+,Indie/Other,2000s,False,below average,80.95238095238096,19.04761904761905,0.0,4.761904761904763
Crash 'N' Burn,PS2,2004.0,Racing,Eidos Interactive,0.11,0.08,0.0,0.03,0.21,63.0,17.0,8,7.0,Climax Group,T,Indie/Other,2000s,False,below average,52.38095238095239,38.0952380952381,0.0,14.285714285714285
NBA,PSP,2005.0,Sports,Sony Computer Entertainment,0.2,0.0,0.0,0.02,0.21,57.0,25.0,6.9,14.0,989 Sports,E,AAA,2000s,False,below average,95.23809523809524,0.0,0.0,9.523809523809526
Teenage Mutant Ninja Turtles: Smash-Up,PS2,2009.0,Fighting,Ubisoft,0.11,0.08,0.0,0.03,0.21,72.0,,8.4,12.0,Game Arts,E10+,AAA,2000s,False,below average,52.38095238095239,38.0952380952381,0.0,14.285714285714285
Pro Yakyuu Greatest Nine '97,SAT,1997.0,Sports,Sega,0.0,0.0,0.21,0.0,0.21,69.5,,,,,,AAA,1990s,False,below average,0.0,0.0,100.0,0.0
Nintendo Presents: Crossword Collection,DS,2009.0,Puzzle,Nintendo,0.0,0.19,0.0,0.02,0.21,69.0,,,,,,AAA,2000s,False,below average,0.0,90.47619047619048,0.0,9.523809523809526
Big League Sports,X360,2011.0,Sports,Activision,0.18,0.01,0.0,0.02,0.21,73.0,,tbd,,Activision,E,AAA,2010s,False,below average,85.71428571428571,4.761904761904763,0.0,9.523809523809526
Petz Rescue: Wildlife Vet,Wii,2008.0,Simulation,Ubisoft,0.2,0.0,0.0,0.02,0.21,65.0,,tbd,,"Lexis Numerique, Virtual Toys",E,AAA,2000s,False,below average,95.23809523809524,0.0,0.0,9.523809523809526
Lunar: Silver Star Story Complete,SAT,1997.0,Role-Playing,Kadokawa Shoten,0.0,0.0,0.21,0.0,0.21,69.5,,,,,,Indie/Other,1990s,False,below average,0.0,0.0,100.0,0.0
Dorabase DS: Dramatic Stadium,DS,2007.0,Sports,Namco Bandai Games,0.0,0.0,0.21,0.0,0.21,64.5,,,,,,Indie/Other,2000s,False,below average,0.0,0.0,100.0,0.0
Disaster Report,PS2,2002.0,Action,Agetec,0.03,0.02,0.15,0.01,0.21,66.0,28.0,8,7.0,Irem,T,Indie/Other,2000s,False,below average,14.285714285714285,9.523809523809526,71.42857142857143,4.761904761904763
EVE: burst error,SAT,1997.0,Adventure,Imagineer,0.0,0.0,0.21,0.0,0.21,69.5,,,,,,Indie/Other,1990s,False,below average,0.0,0.0,100.0,0.0
Armored Core V,X360,2012.0,Simulation,Namco Bandai Games,0.13,0.03,0.04,0.01,0.21,68.0,37.0,7.2,37.0,From Software,T,Indie/Other,2010s,False,below average,61.904761904761905,14.285714285714285,19.04761904761905,4.761904761904763
Backyard NFL Football '09,Wii,2008.0,Sports,Atari,0.2,0.0,0.0,0.02,0.21,66.0,,,,,,Indie/Other,2000s,False,below average,95.23809523809524,0.0,0.0,9.523809523809526
College Hoops 2K7,X360,2006.0,Sports,Take-Two Interactive,0.2,0.0,0.0,0.02,0.21,82.0,22.0,8.2,12.0,2K Sports,E,AAA,2000s,False,below average,95.23809523809524,0.0,0.0,9.523809523809526
Speed Racer: The Videogame,PS2,2008.0,Racing,Warner Bros. Interactive Entertainment,0.1,0.08,0.0,0.03,0.21,68.0,,,,,,Indie/Other,2000s,False,below average,47.61904761904762,38.0952380952381,0.0,14.285714285714285
Bratz: Forever Diamondz,GC,2006.0,Adventure,THQ,0.17,0.04,0.0,0.01,0.21,63.5,,tbd,,Blitz Games,E,AAA,2000s,False,below average,80.95238095238096,19.04761904761905,0.0,4.761904761904763
NCAA March Madness 08,X360,2007.0,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.21,69.0,22.0,tbd,,EA Canada,E,AAA,2000s,False,below average,95.23809523809524,0.0,0.0,9.523809523809526
WCW Backstage Assault,PS,1999.0,Action,Electronic Arts,0.12,0.08,0.0,0.01,0.21,40.0,9.0,,,Kodiak Interactive,T,AAA,1990s,False,below average,57.14285714285714,38.0952380952381,0.0,4.761904761904763
Rampage: Total Destruction,Wii,2006.0,Action,Midway Games,0.19,0.01,0.0,0.02,0.21,46.0,21.0,5.6,19.0,"Pipeworks Software, Inc.",E10+,Indie/Other,2000s,False,below average,90.47619047619048,4.761904761904763,0.0,9.523809523809526
Magician's Quest: Town of Magic,3DS,2012.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.21,0.0,0.21,71.0,,,,,,AAA,2010s,False,below average,0.0,0.0,100.0,0.0
Wild Wild Racing,PS2,2000.0,Racing,Interplay,0.1,0.08,0.0,0.03,0.21,64.0,13.0,tbd,,Rage Software,E,Indie/Other,2000s,False,below average,47.61904761904762,38.0952380952381,0.0,14.285714285714285
The Bard's Tale,PS2,2004.0,Role-Playing,Ubisoft,0.1,0.08,0.0,0.03,0.21,76.0,44.0,8.6,14.0,InXile Entertainment,T,AAA,2000s,False,below average,47.61904761904762,38.0952380952381,0.0,14.285714285714285
Yoostar2,X360,2011.0,Misc,Unknown,0.11,0.09,0.0,0.02,0.21,70.0,,,,,,Indie/Other,2010s,False,below average,52.38095238095239,42.857142857142854,0.0,9.523809523809526
Doom (2016),PC,2016.0,Shooter,Bethesda Softworks,0.07,0.13,0.0,0.02,0.21,78.0,,,,,,Indie/Other,2010s,False,below average,33.333333333333336,61.904761904761905,0.0,9.523809523809526
Momotarou Dentetsu 16,PS2,2006.0,Misc,Hudson Soft,0.0,0.0,0.21,0.0,0.21,71.0,,,,,,Indie/Other,2000s,False,below average,0.0,0.0,100.0,0.0
Robotech: The Macross Saga,GBA,2002.0,Shooter,TDK Mediactive,0.15,0.06,0.0,0.0,0.21,61.0,8.0,6.5,4.0,Lucky Chicken,E,Indie/Other,2000s,False,below average,71.42857142857143,28.57142857142857,0.0,0.0
Transformer: Rise of the Dark Spark,PS4,2014.0,Action,Activision,0.07,0.1,0.01,0.03,0.21,73.0,,,,,,AAA,2010s,False,below average,33.333333333333336,47.61904761904762,4.761904761904763,14.285714285714285
MTV Celebrity Deathmatch,XB,2003.0,Fighting,Gotham Games,0.16,0.05,0.0,0.01,0.21,65.0,,,,,,Indie/Other,2000s,False,below average,76.1904761904762,23.80952380952381,0.0,4.761904761904763
Gekijouban Macross F: Itsuwarino Utahime - Hybrid Pack,PS3,2010.0,Action,Namco Bandai Games,0.0,0.0,0.21,0.0,0.21,71.0,,,,,,Indie/Other,2010s,False,below average,0.0,0.0,100.0,0.0
Conflict Zone,PS2,2002.0,Strategy,Ubisoft,0.1,0.08,0.0,0.03,0.21,47.0,7.0,7.4,8.0,MASA Group,T,AAA,2000s,False,below average,47.61904761904762,38.0952380952381,0.0,14.285714285714285
Petz: Horse Club,Wii,2008.0,Misc,Ubisoft,0.2,0.0,0.0,0.02,0.21,64.0,,tbd,,Phoenix Interactive Entertainment,E,AAA,2000s,False,below average,95.23809523809524,0.0,0.0,9.523809523809526
Code Name: S.T.E.A.M.,3DS,2015.0,Strategy,Nintendo,0.14,0.05,0.01,0.02,0.21,69.0,69.0,7.7,125.0,Intelligent Systems,T,AAA,2010s,False,below average,66.66666666666667,23.80952380952381,4.761904761904763,9.523809523809526
The Bureau: XCOM Declassified,X360,2013.0,Shooter,Take-Two Interactive,0.1,0.1,0.0,0.02,0.21,68.0,30.0,6.7,118.0,2K Marin,M,AAA,2010s,False,below average,47.61904761904762,47.61904761904762,0.0,9.523809523809526
Star Wars: Battlefront,PC,2004.0,Shooter,LucasArts,0.07,0.13,0.0,0.02,0.21,72.0,19.0,3.5,1509.0,EA DICE,T,Indie/Other,2000s,False,below average,33.333333333333336,61.904761904761905,0.0,9.523809523809526
BloodRayne,XB,2002.0,Shooter,Universal Interactive,0.16,0.05,0.0,0.01,0.21,76.0,20.0,7.5,6.0,Terminal Reality,M,Indie/Other,2000s,False,below average,76.1904761904762,23.80952380952381,0.0,4.761904761904763
Harry Potter and the Deathly Hallows - Part 2,DS,2011.0,Action,Electronic Arts,0.1,0.09,0.0,0.02,0.21,55.0,5.0,tbd,,Full Fat,E10+,AAA,2010s,False,below average,47.61904761904762,42.857142857142854,0.0,9.523809523809526
Puss in Boots,Wii,2011.0,Action,THQ,0.19,0.01,0.0,0.01,0.21,62.0,,tbd,,Blitz Games,E10+,AAA,2010s,False,below average,90.47619047619048,4.761904761904763,0.0,4.761904761904763
TRON: Evolution - Battle Grids,Wii,2010.0,Racing,Disney Interactive Studios,0.17,0.02,0.0,0.01,0.21,54.0,,,,,,Indie/Other,2010s,False,below average,80.95238095238096,9.523809523809526,0.0,4.761904761904763
NHL 2K6,XB,2005.0,Sports,Take-Two Interactive,0.16,0.05,0.0,0.01,0.21,83.0,32.0,7.5,26.0,2K Sports,E10+,AAA,2000s,False,below average,76.1904761904762,23.80952380952381,0.0,4.761904761904763
Hannah Montana: The Movie,X360,2009.0,Adventure,Disney Interactive Studios,0.14,0.05,0.0,0.02,0.21,25.0,4.0,3.8,48.0,n-Space,E,Indie/Other,2000s,False,below average,66.66666666666667,23.80952380952381,0.0,9.523809523809526
Tenchu: Return From Darkness,XB,2004.0,Action,Activision,0.16,0.05,0.0,0.01,0.21,70.0,55.0,7,6.0,K2 LLC,M,AAA,2000s,False,below average,76.1904761904762,23.80952380952381,0.0,4.761904761904763
World Poker Tour,PS2,2005.0,Misc,Take-Two Interactive,0.1,0.08,0.0,0.03,0.21,60.0,17.0,8.6,5.0,Coresoft,T,AAA,2000s,False,below average,47.61904761904762,38.0952380952381,0.0,14.285714285714285
Neo Contra,PS2,2004.0,Shooter,Konami Digital Entertainment,0.1,0.08,0.0,0.03,0.21,65.0,37.0,7.1,8.0,KCET,M,AAA,2000s,False,below average,47.61904761904762,38.0952380952381,0.0,14.285714285714285
MVP Baseball,PSP,2005.0,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.21,67.0,21.0,7.7,16.0,EA Canada,E,AAA,2000s,False,below average,95.23809523809524,0.0,0.0,9.523809523809526
Where's Waldo? The Fantastic Journey,DS,2009.0,Adventure,Ubisoft,0.2,0.0,0.0,0.02,0.21,62.0,,8.9,8.0,Classic Media Distribution Limited,E,AAA,2000s,False,below average,95.23809523809524,0.0,0.0,9.523809523809526
WipeOut 3 The Game,X360,2012.0,Action,Activision,0.2,0.0,0.0,0.02,0.21,69.0,,,,,,AAA,2010s,False,below average,95.23809523809524,0.0,0.0,9.523809523809526
Tony Hawk's American Sk8land,DS,2005.0,Sports,Activision,0.19,0.0,0.0,0.02,0.21,84.0,31.0,8.7,55.0,Vicarious Visions,E,AAA,2000s,False,below average,90.47619047619048,0.0,0.0,9.523809523809526
RealSports Baseball,2600,1981.0,Sports,Atari,0.2,0.01,0.0,0.0,0.21,69.5,,,,,,Indie/Other,1980s,False,below average,95.23809523809524,4.761904761904763,0.0,0.0
Atelier Escha & Logy: Alchemists of the Dusk Sky,PS3,2013.0,Role-Playing,Tecmo Koei,0.06,0.03,0.1,0.02,0.21,71.0,,,,,,Indie/Other,2010s,False,below average,28.57142857142857,14.285714285714285,47.61904761904762,9.523809523809526
LEGO Ninjago: Shadow of Ronin,3DS,2015.0,Action,Warner Bros. Interactive Entertainment,0.05,0.11,0.04,0.01,0.21,63.0,,tbd,,TT Fusion,E10+,Indie/Other,2010s,False,below average,23.80952380952381,52.38095238095239,19.04761904761905,4.761904761904763
Viewtiful Joe 2,PS2,2004.0,Action,Capcom,0.1,0.08,0.0,0.03,0.21,85.0,29.0,7.7,17.0,Clover Studio,T,AAA,2000s,False,below average,47.61904761904762,38.0952380952381,0.0,14.285714285714285
The BIGS 2,X360,2009.0,Sports,Take-Two Interactive,0.19,0.01,0.0,0.02,0.21,76.0,31.0,6.2,35.0,Blue Castle Games,E10+,AAA,2000s,False,below average,90.47619047619048,4.761904761904763,0.0,9.523809523809526
Quake III: Revolution,PS2,2001.0,Shooter,Electronic Arts,0.1,0.08,0.0,0.03,0.21,84.0,18.0,7.2,11.0,Bullfrog Productions,M,AAA,2000s,False,below average,47.61904761904762,38.0952380952381,0.0,14.285714285714285
Pac-Man World 3,PS2,2005.0,Platform,Namco Bandai Games,0.1,0.08,0.0,0.03,0.21,63.0,22.0,5.2,13.0,Blitz Games,E,Indie/Other,2000s,False,below average,47.61904761904762,38.0952380952381,0.0,14.285714285714285
